dataset,missing_rate,method,rmse,mae,n_points,imputed_csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h,0.2,KNN-Sklearn,16088250.285982003,11994897.353035685,38,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h_mr20_KNN-Sklearn_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h,0.2,Spline,30187571.93617532,20413795.848530494,38,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h_mr20_Spline_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h,0.2,Mean,16088250.285982003,11994897.353035685,38,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h_mr20_Mean_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h,0.2,LOCF,22044168.097222775,16487039.289473685,38,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h_mr20_LOCF_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_6h,0.2,SVD-KNN,67413466.29921423,51654070.9036506,23,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_6h_mr20_SVD-KNN_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_6h,0.2,SVD-KNN-Hankel,67067979.89720066,50283969.94055393,23,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_6h_mr20_SVD-KNN-Hankel_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_6h,0.2,Kalman,242056330.75864333,136819736.23640504,23,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_6h_mr20_Kalman_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_6h,0.2,ARIMA,76022170.14174098,63015800.3161097,23,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_6h_mr20_ARIMA_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_6h,0.2,HoltWinters,83816337.41484597,65903303.61713635,23,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_6h_mr20_HoltWinters_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_6h,0.2,Linear,70010893.97774601,53383211.667874396,23,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_6h_mr20_Linear_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_6h,0.2,KNN-Sklearn,67655609.5184981,52208698.98587739,23,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_6h_mr20_KNN-Sklearn_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_6h,0.2,Spline,81867330.01708928,70612964.13927417,23,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_6h_mr20_Spline_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_6h,0.2,Mean,67655609.5184981,52208698.98587739,23,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_6h_mr20_Mean_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_6h,0.2,LOCF,104270861.06029049,77049165.32608695,23,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_6h_mr20_LOCF_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h,0.2,SVD-KNN,14633969.068182452,11724356.084679728,24,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h_mr20_SVD-KNN_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h,0.2,SVD-KNN-Hankel,13633332.262201667,12192221.392554069,24,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h_mr20_SVD-KNN-Hankel_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h,0.2,Kalman,251481240.6616073,77262659.684746,24,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h_mr20_Kalman_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h,0.2,ARIMA,16208044.5425676,12782238.803119898,24,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h_mr20_ARIMA_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h,0.2,HoltWinters,15060214.680416238,12362805.20128513,24,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h_mr20_HoltWinters_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h,0.2,Linear,15215614.54070539,13165615.791666666,24,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h_mr20_Linear_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h,0.2,KNN-Sklearn,14207537.027124004,11753581.42525511,24,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h_mr20_KNN-Sklearn_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h,0.2,Spline,23245305.01450166,19442527.86706284,24,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h_mr20_Spline_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h,0.2,Mean,14207537.027124004,11753581.42525511,24,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h_mr20_Mean_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h,0.2,LOCF,16500384.616254888,12790403.791666666,24,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h_mr20_LOCF_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h,0.2,SVD-KNN,49392678.47528964,36425068.21002815,39,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h_mr20_SVD-KNN_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h,0.2,SVD-KNN-Hankel,47576961.31927811,33659932.13130114,39,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h_mr20_SVD-KNN-Hankel_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h,0.2,Kalman,188017172.1231653,79987693.6285157,39,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h_mr20_Kalman_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h,0.2,ARIMA,48305120.40452897,35489662.24351987,39,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h_mr20_ARIMA_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h,0.2,HoltWinters,46537999.16492085,35303945.07017778,39,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h_mr20_HoltWinters_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h,0.2,Linear,48421435.637274854,33490622.76564285,39,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h_mr20_Linear_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h,0.2,KNN-Sklearn,48752792.09006199,34791256.479562335,39,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h_mr20_KNN-Sklearn_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h,0.2,Spline,55043002.6911989,39515860.18480652,39,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h_mr20_Spline_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h,0.2,Mean,48752792.09006199,34791256.479562335,39,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h_mr20_Mean_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h,0.2,LOCF,49196413.307674624,36064679.950089134,39,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h_mr20_LOCF_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h,0.2,SVD-KNN,32237608.52237123,25500800.319476772,22,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h_mr20_SVD-KNN_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h,0.2,SVD-KNN-Hankel,25961068.977941137,19260623.470980857,22,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h_mr20_SVD-KNN-Hankel_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h,0.2,Kalman,65510496.44958191,49204399.599575,22,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h_mr20_Kalman_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h,0.2,ARIMA,32363511.614329148,22643519.022515178,22,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h_mr20_ARIMA_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h,0.2,HoltWinters,37070674.81315232,28540555.83672078,22,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h_mr20_HoltWinters_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h,0.2,Linear,50431644.53496284,33404631.87691269,22,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h_mr20_Linear_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h,0.2,KNN-Sklearn,26146369.014234375,19753007.17424613,22,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h_mr20_KNN-Sklearn_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h,0.2,Spline,90769300.74333285,61243747.03587923,22,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h_mr20_Spline_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h,0.2,Mean,26146369.014234375,19753007.17424613,22,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h_mr20_Mean_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h,0.2,LOCF,60653479.24629656,36194758.553030305,22,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h_mr20_LOCF_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.2,SVD-KNN,68055543.0577211,55978088.63433305,3,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr20_SVD-KNN_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.2,SVD-KNN-Hankel,57943207.28770928,49918499.292923175,3,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr20_SVD-KNN-Hankel_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.2,Kalman,719027125.7757723,534202536.2407131,3,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr20_Kalman_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.2,ARIMA,91246709.6414034,79837005.17422664,3,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr20_ARIMA_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.2,HoltWinters,70929767.74923322,57325718.59209863,3,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr20_HoltWinters_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.2,Linear,56822848.87420686,49818980.52116406,3,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr20_Linear_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.2,KNN-Sklearn,55976940.16636447,47553198.00132275,3,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr20_KNN-Sklearn_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.2,Spline,55874080.00421607,48430749.03072818,3,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr20_Spline_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.2,Mean,55976940.16636447,47553198.00132275,3,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr20_Mean_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.2,LOCF,96612336.29540084,85165721.85449739,3,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\20\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr20_LOCF_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.25,SVD-KNN,62528715.13407324,51313232.769273035,15,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\25\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr25_SVD-KNN_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.25,SVD-KNN-Hankel,42433208.16592486,32722179.0752767,15,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\25\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr25_SVD-KNN-Hankel_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.25,Kalman,318882434.91032445,172590389.60144642,15,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\25\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr25_Kalman_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.25,ARIMA,58159185.83414822,43423614.479106665,15,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\25\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr25_ARIMA_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.25,HoltWinters,55408646.114784256,44550231.732399195,15,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\25\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr25_HoltWinters_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.25,Linear,63373695.09851709,49521433.372552104,15,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\25\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr25_Linear_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.25,KNN-Sklearn,50784071.43805716,42645531.196761265,15,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\25\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr25_KNN-Sklearn_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.25,Spline,84407334.36402169,64694986.21701363,15,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\25\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr25_Spline_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.25,Mean,50784071.43805716,42645531.196761265,15,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\25\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr25_Mean_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.25,LOCF,63914658.90235243,50376298.77744791,15,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\25\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr25_LOCF_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.25,SVD-KNN,81624589.18647705,63625094.140653275,11,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\25\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr25_SVD-KNN_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.25,SVD-KNN-Hankel,79319646.68783762,65419941.475428656,11,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\25\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr25_SVD-KNN-Hankel_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.25,Kalman,435435772.0041617,288773898.3902294,11,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\25\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr25_Kalman_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.25,ARIMA,46594045.70893985,38398672.22364333,11,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\25\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr25_ARIMA_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.25,HoltWinters,60587144.3223367,47883880.716423154,11,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\25\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr25_HoltWinters_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.25,Linear,44381809.50600287,41701103.8001894,11,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\25\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr25_Linear_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.25,KNN-Sklearn,71878892.73553252,56120048.10042737,11,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\25\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr25_KNN-Sklearn_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.25,Spline,112856192.47051473,76934512.43076572,11,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\25\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr25_Spline_imputed.csv
